Seconds,lpg2-27-L1,lpg2-27-L2,lpg2-27-C1,lpg2-27-P1,lpg2-27-P2,lpg2-02-L1,lpg2-02-L2,lpg2-02-C1,lpg2-02-P1,lpg2-02-P2,lpg2-08-L1,lpg2-08-L2,lpg2-08-C1,lpg2-08-P1,lpg2-08-P2,lpg2-10-L1,lpg2-10-L2,lpg2-10-C1,lpg2-10-P1,lpg2-10-P2,lpg2-28-L1,lpg2-28-L2,lpg2-28-C1,lpg2-28-P1,lpg2-28-P2,lpgs-27-L1,lpgs-27-L2,lpgs-27-C1,lpgs-27-P1,lpgs-27-P2,lpgs-02-L1,lpgs-02-L2,lpgs-02-C1,lpgs-02-P1,lpgs-02-P2,lpgs-08-L1,lpgs-08-L2,lpgs-08-C1,lpgs-08-P1,lpgs-08-P2,lpgs-10-L1,lpgs-10-L2,lpgs-10-C1,lpgs-10-P1,lpgs-10-P2,lpgs-28-L1,lpgs-28-L2,lpgs-28-C1,lpgs-28-P1,lpgs-28-P2
9510,-20979034.145,-16347296.993,19870352.609,19870352.809,19870352.093,-447482.114,-348688.113,24263327.887,24263322.340,24263325.995,-15586714.353,-12145489.561,20675935.239,20675935.830,20675934.686,-4858830.753,-3786101.427,23223627.424,23223626.470,23223626.078,-5051700.840,-3936389.557,23304906.234,23304906.829,23304907.035,-22383459.931,-17441654.423,19870341.116,19870338.744,19870340.524,-1012664.482,-789089.514,24263316.338,24263312.374,24263315.701,-15971698.677,-12445477.619,20675925.276,20675923.422,20675925.058,-5623165.182,-4381686.595,23223613.050,23223611.047,23223611.605,-5647171.906,-4400393.232,23304903.859,23304900.812,23304902.909
9540,-20970020.110,-16340273.069,19872066.922,19872068.075,19872067.037,-401002.414,-312470.185,24272169.017,24272167.424,24272169.655,-15610237.991,-12163819.664,20671458.601,20671459.485,20671457.957,-4951017.041,-3857934.892,23206082.942,23206084.133,23206083.284,-5168079.794,-4027074.463,23282761.818,23282760.593,23282760.881,-22374435.806,-17434622.636,19872058.137,19872055.915,19872057.818,-966174.524,-752863.576,24272163.633,24272159.124,24272162.525,-15995212.258,-12463799.886,20671450.740,20671448.770,20671450.401,-5715341.256,-4453512.101,23206072.362,23206070.250,23206071.379,-5763540.743,-4491070.238,23282758.857,23282755.885,23282758.820
9570,-20960587.738,-16332923.166,19873862.755,19873862.973,19873862.078,-354229.086,-276023.458,24281071.562,24281067.850,24281071.421,-15633361.335,-12181837.849,20667058.318,20667059.286,20667057.918,-5042916.374,-3929544.764,23188594.808,23188595.537,23188593.983,-5284324.255,-4117654.548,23260640.594,23260639.827,23260640.017,-22365002.563,-17427272.058,19873853.195,19873851.018,19873852.696,-919400.095,-716416.017,24281063.829,24281060.132,24281063.990,-16018334.774,-12481817.427,20667050.180,20667048.478,20667050.238,-5807239.589,-4525121.212,23188582.961,23188582.870,23188583.628,-5879784.343,-4581649.628,23260639.581,23260635.123,23260639.177
9600,-20950753.431,-16325260.066,19875733.886,19875734.370,19875733.448,-307179.549,-239361.479,24290021.841,24290020.783,24290024.443,-15656099.871,-12199556.178,20662731.418,20662732.109,20662731.034,-5134540.771,-4000940.389,23171159.577,23171160.144,23171158.658,-5400445.861,-4208138.908,23238543.310,23238541.902,23238542.751,-22355159.209,-17419601.911,19875726.467,19875724.082,19875726.059,-872341.309,-679746.838,24290018.385,24290014.507,24290018.830,-16041064.300,-12499528.737,20662725.809,20662723.052,20662725.246,-5898854.813,-4596509.693,23171149.886,23171149.163,23171150.007,-5995896.857,-4672126.922,23238542.873,23238539.503,23238543.840
9630,-20940492.291,-16317264.374,19877686.847,19877686.995,19877686.134,-259830.248,-202465.925,24299035.995,24299033.593,24299034.723,-15678428.294,-12216954.942,20658482.571,20658483.023,20658482.196,-5225861.542,-4072099.425,23153781.674,23153781.307,23153781.632,-5516415.719,-4298505.011,23216476.455,23216474.302,23216475.437,-22344891.665,-17411601.225,19877680.213,19877677.917,19877679.845,-824985.403,-642846.133,24299029.984,24299026.293,24299031.012,-16063386.351,-12516922.535,20658478.083,20658475.516,20658477.328,-5990169.039,-4667663.626,23153772.810,23153772.498,23153773.392,-6111860.270,-4762488.027,23216477.619,23216473.028,23216476.916
9660,-20929837.698,-16308962.096,19879713.724,19879714.297,19879713.613,-212215.365,-165363.435,24308093.981,24308092.617,24308094.957,-15700379.384,-12234059.679,20654305.547,20654305.525,20654304.941,-5316908.045,-4143044.749,23136457.089,23136455.985,23136456.011,-5632262.667,-4388775.349,23194429.984,23194429.527,23194429.434,-22334230.842,-17403294.095,19879708.656,19879706.539,19879708.367,-777364.103,-605738.645,24308093.900,24308089.100,24308091.867,-16085331.253,-12534022.451,20654302.010,20654299.449,20654301.334,-6081209.152,-4738603.974,23136449.401,23136448.503,23136449.318,-6227700.992,-4852753.535,23194433.543,23194429.326,23194432.344
9690,-20918772.816,-16300340.109,19881819.159,19881820.143,19881819.063,-164320.138,-128042.455,24317208.370,24317207.911,24317209.622,-15721936.278,-12250857.254,20650202.798,20650203.569,20650202.397,-5407659.645,-4213760.303,23119187.786,23119187.033,23119187.264,-5747966.154,-4478933.911,23172412.942,23172411.362,23172411.792,-22323167.977,-17394673.677,19881814.669,19881811.789,19881813.988,-729470.637,-568419.109,24317204.864,24317202.579,24317205.814,-16106890.206,-12550821.626,20650199.266,20650196.992,20650198.821,-6171962.664,-4809320.992,23119179.964,23119177.646,23119178.629,-6343406.467,-4942913.659,23172414.591,23172411.163,23172413.795
9720,-20907302.849,-16291402.470,19884002.172,19884002.517,19884001.829,-116150.379,-90507.604,24326374.643,24326374.534,24326376.027,-15743103.340,-12267351.062,20646174.953,20646175.785,20646174.441,-5498117.130,-4284246.655,23101972.707,23101974.303,23101972.593,-5863526.737,-4568981.128,23150423.186,23150420.361,23150422.367,-22311699.612,-17385737.287,19883996.714,19883994.360,19883996.150,-681302.348,-530885.310,24326372.334,24326367.978,24326371.894,-16128058.914,-12567316.715,20646170.687,20646168.847,20646170.408,-6262421.636,-4879808.486,23101966.241,23101964.684,23101965.535,-6458968.636,-5032962.089,23150424.313,23150421.126,23150423.333
9750,-20895417.943,-16282141.500,19886264.826,19886264.347,19886263.902,-67697.499,-52752.129,24335594.948,24335594.684,24335595.179,-15763870.376,-12283533.162,20642223.124,20642224.164,20642222.684,-5588266.702,-4354493.072,23084818.358,23084820.316,23084817.473,-5978930.233,-4658905.930,23128461.998,23128460.741,23128460.903,-22299816.602,-17376477.796,19886257.226,19886255.228,19886257.131,-632851.142,-493131.143,24335591.414,24335587.929,24335593.085,-16148827.887,-12583500.323,20642218.707,20642216.743,20642218.382,-6352572.970,-4950056.255,23084811.936,23084809.175,23084810.010,-6574374.023,-5122888.362,23128463.803,23128459.929,23128463.005
9780,-20883137.976,-16272572.686,19888600.520,19888601.005,19888600.441,-18982.660,-14792.526,24344867.358,24344863.657,24344865.847,-15784257.005,-12299418.839,20638344.078,20638344.418,20638343.342,-5678124.499,-4424512.134,23067718.393,23067720.870,23067718.572,-6094192.220,-4748720.448,23106527.650,23106527.521,23106527.764,-22287544.179,-17366914.863,19888592.788,19888590.671,19888592.819,-584143.663,-455177.257,24344860.913,24344857.758,24344860.537,-16169222.103,-12599391.915,20638337.960,20638335.781,20638337.743,-6442438.181,-5020081.120,23067710.664,23067708.022,23067709.940,-6689643.548,-5212708.758,23106527.987,23106524.795,23106528.149
9810,-20870453.909,-16262688.994,19891014.221,19891014.876,19891014.000,30001.723,23377.107,24354186.829,24354185.779,24354186.786,-15804253.354,-12315000.406,20634538.213,20634539.108,20634538.056,-5767677.129,-4494293.402,23050678.741,23050679.315,23050677.332,-6209299.508,-4838414.442,23084623.475,23084622.385,23084623.313,-22274862.322,-17357032.889,19891006.310,19891004.237,19891006.009,-535161.291,-417009.203,24354183.787,24354179.009,24354182.305,-16189220.701,-12614975.237,20634532.717,20634530.076,20634532.168,-6531992.889,-5089864.006,23050667.644,23050667.094,23050668.063,-6804753.053,-5302404.475,23084624.475,23084619.479,23084623.428
9840,-20857371.453,-16252494.872,19893504.015,19893504.428,19893503.645,79248.366,61751.131,24363558.601,24363556.620,24363557.972,-15823865.151,-12330282.322,20630807.042,20630807.127,20630806.325,-5856926.628,-4563838.445,23033695.279,23033695.744,23033693.936,-6324253.543,-4927989.013,23062747.828,23062748.045,23062748.279,-22261783.747,-17346841.793,19893495.016,19893492.883,19893494.862,-485918.308,-378638.064,24363552.388,24363549.863,24363551.718,-16208836.423,-12630260.213,20630799.486,20630797.415,20630799.319,-6621246.145,-5159411.987,23033684.956,23033682.981,23033683.602,-6919710.952,-5391982.064,23062747.923,23062743.417,23062747.386
9870,-20843886.192,-16241986.876,19896069.890,19896070.510,19896069.642,128761.100,100332.458,24372980.669,24372978.894,24372978.819,-15843087.816,-12345261.015,20627148.767,20627149.176,20627148.226,-5945864.695,-4633140.838,23016768.916,23016771.813,23016769.507,-6439045.685,-5017437.430,23040904.080,23040904.517,23040903.572,-22248297.221,-17336332.812,19896061.837,19896059.334,19896061.421,-436404.130,-340055.585,24372975.591,24372970.859,24372975.213,-16228057.862,-12645237.949,20627142.127,20627139.598,20627141.369,-6710182.813,-5228713.292,23016760.636,23016758.493,23016759.849,-7034501.819,-5481429.495,23040902.878,23040899.662,23040902.705
9900,-20830002.805,-16231168.650,19898711.945,19898712.345,19898711.535,178533.705,139116.322,24382451.576,24382451.344,24382450.553,-15861925.204,-12359939.492,20623563.975,20623564.659,20623563.506,-6034491.686,-4702200.843,22999905.565,22999906.299,22999904.711,-6553676.108,-5106759.818,23019092.258,23019090.119,23019091.261,-22234421.543,-17325520.590,19898702.008,19898699.660,19898701.592,-386639.046,-301277.582,24382445.580,24382442.104,24382444.808,-16246902.999,-12659922.468,20623555.602,20623553.487,20623555.236,-6798817.375,-5297779.183,22999895.216,22999891.434,22999893.761,-7149139.947,-5570757.876,23019087.958,23019084.727,23019086.806
9930,-20815722.960,-16220041.491,19901428.825,19901429.646,19901428.989,228563.349,178100.486,24391971.655,24391970.469,24391970.764,-15880378.636,-12374318.786,20620052.181,20620052.928,20620051.802,-6122805.331,-4771016.668,22983100.085,22983100.945,22983099.149,-6668142.252,-5195954.208,22997308.060,22997307.656,22997308.449,-22220154.411,-17314403.344,19901417.021,19901414.532,19901416.419,-336621.904,-262303.190,24391963.419,24391959.316,24391963.667,-16265369.198,-12674311.708,20620041.470,20620039.192,20620041.267,-6887143.608,-5366604.817,22983086.878,22983083.204,22983085.671,-7263618.796,-5659962.194,22997304.422,22997299.900,22997304.199
9960,-20801052.631,-16208610.065,19904220.731,19904221.462,19904220.597,278842.519,217279.059,24401540.439,24401539.465,24401540.208,-15898453.456,-12388403.049,20616612.798,20616613.336,20616612.288,-6210807.307,-4839589.638,22966352.109,22966354.991,22966351.922,-6782445.893,-5285021.993,22975556.133,22975556.361,22975556.175,-22205486.270,-17302973.623,19904208.133,19904205.848,19904207.863,-286344.673,-223126.148,24401531.685,24401528.302,24401530.335,-16283446.242,-12688397.707,20616602.095,20616599.437,20616601.376,-6975147.660,-5435179.412,22966339.061,22966336.426,22966338.656,-7377924.624,-5749031.670,22975553.694,22975549.366,22975551.724
9990,-20785985.219,-16196869.221,19907088.702,19907088.912,19907087.927,329376.749,256656.360,24411155.839,24411157.052,24411156.612,-15916142.981,-12402187.075,20613246.526,20613247.362,20613246.143,-6298487.152,-4907911.561,22949668.949,22949669.400,22949667.757,-6896575.992,-5373954.516,22953839.747,22953838.439,22953838.729,-22190416.642,-17291231.049,19907076.071,19907073.550,19907075.476,-235808.042,-183746.939,24411148.163,24411144.932,24411146.804,-16301133.595,-12702180.039,20613235.870,20613233.519,20613235.300,-7062825.116,-5503499.511,22949654.376,22949652.402,22949653.799,-7492052.498,-5837962.482,22953834.908,22953831.190,22953833.840
10020,-20770522.630,-16184820.450,19910030.054,19910031.418,19910030.239,380162.745,296229.860,24420819.934,24420819.947,24420821.023,-15933448.670,-12415672.017,20609954.125,20609954.163,20609953.142,-6385842.749,-4975980.865,22933046.320,22933045.535,22933044.788,-7010529.822,-5462749.700,22932154.594,22932153.652,22932154.432,-22174958.839,-17279186.006,19910017.672,19910014.935,19910017.177,-185026.658,-144177.065,24420811.915,24420810.115,24420811.437,-16318444.119,-12715668.746,20609941.388,20609939.679,20609941.390,-7150185.380,-5571572.431,22933030.073,22933028.159,22933029.939,-7606011.114,-5926761.380,22932148.220,22932146.150,22932148.433
10050,-20754670.276,-16172467.966,19913047.211,19913047.658,19913047.127,431194.030,335994.519,24430533.354,24430531.609,24430532.486,-15950375.545,-12428861.786,20606732.954,20606733.001,20606731.918,-6472875.549,-5043798.642,22916486.191,22916484.240,22916484.077,-7124309.061,-5551408.839,22910501.899,22910503.060,22910502.034,-22159106.494,-17266833.526,19913034.304,19913031.584,19913033.799,-133995.174,-104412.264,24430521.944,24430519.062,24430523.004,-16335371.051,-12728858.557,20606720.860,20606718.461,20606720.422,-7237218.079,-5639390.128,22916468.354,22916466.091,22916468.510,-7719790.370,-6015420.531,22910497.775,22910493.497,22910497.262
10080,-20738432.856,-16159815.424,19916136.703,19916137.725,19916136.829,482464.536,375945.554,24440287.927,24440287.747,24440288.687,-15966927.936,-12441759.747,20603582.514,20603583.261,20603582.217,-6559586.091,-5111365.274,22899983.212,22899983.422,22899982.764,-7237913.708,-5639931.943,22888883.559,22888884.410,22888883.748,-22142869.152,-17254181.051,19916124.158,19916121.471,19916123.802,-82724.498,-64461.156,24440277.809,24440276.159,24440278.816,-16351923.561,-12741756.611,20603570.804,20603568.646,20603570.584,-7323928.556,-5706956.733,22899967.920,22899966.180,22899967.595,-7833395.128,-6103943.720,22888880.024,22888874.979,22888878.888
10110,-20721809.365,-16146862.050,19919300.554,19919300.971,19919300.169,533974.146,416082.905,24450090.361,24450089.153,24450089.483,-15983104.159,-12454364.589,20600504.638,20600504.968,20600503.866,-6645969.148,-5178676.765,22883544.815,22883545.383,22883544.697,-7351338.203,-5728314.646,22867300.732,22867300.539,22867300.346,-22126246.832,-17241228.589,19919287.375,19919284.432,19919286.810,-31215.906,-24324.606,24450081.602,24450076.950,24450079.817,-16368101.002,-12754362.401,20600492.062,20600490.308,20600491.733,-7410312.673,-5774269.017,22883529.703,22883527.981,22883529.367,-7946820.765,-6192327.340,22867293.503,22867291.328,22867293.976
10140,-20704792.504,-16133602.158,19922538.509,19922539.047,19922538.094,585728.849,456411.191,24459937.881,24459938.794,24459936.814,-15998896.675,-12466670.445,20597498.498,20597499.647,20597498.613,-6732013.313,-5245724.164,22867171.084,22867171.842,22867170.963,-7464571.063,-5816548.051,22845754.070,22845752.447,22845753.088,-22109229.434,-17227968.279,19922524.864,19922523.036,19922524.709,20539.472,16004.330,24459929.219,24459924.570,24459928.689,-16383893.030,-12766667.879,20597487.574,20597485.174,20597486.839,-7496356.170,-5841315.899,22867155.998,22867154.537,22867155.071,-8060053.120,-6280560.327,22845747.846,22845743.813,22845746.906
10170,-20687387.196,-16120039.579,19925851.296,19925851.501,19925850.443,637722.364,496925.625,24469831.567,24469834.170,24469832.522,-16014310.120,-12478680.913,20594565.778,20594566.516,20594565.220,-6817719.606,-5312508.300,22850862.218,22850861.978,22850861.546,-7577612.822,-5904632.530,22824242.777,22824241.314,22824241.611,-22091821.324,-17214403.518,19925837.883,19925835.550,19925837.363,72536.019,56521.067,24469823.250,24469819.898,24469822.719,-16399303.720,-12778676.195,20594554.765,20594552.898,20594554.246,-7582059.537,-5908097.737,22850847.137,22850845.457,22850846.562,-8173092.056,-6368642.612,22824236.197,22824233.500,22824236.401
10200,-20669602.496,-16106181.371,19929235.272,19929235.773,19929234.694,689944.735,537618.398,24479771.534,24479768.819,24479771.340,-16029353.007,-12490402.633,20591703.278,20591703.902,20591702.651,-6903092.765,-5379032.820,22834616.648,22834616.559,22834615.733,-7690468.008,-5992571.644,22802767.756,22802766.015,22802766.920,-22074035.086,-17200544.112,19929222.499,19929220.109,19929221.998,124760.086,97215.122,24479761.771,24479757.609,24479760.150,-16414345.108,-12790396.751,20591692.802,20591690.357,20591692.260,-7667431.023,-5974620.966,22834603.011,22834599.750,22834602.164,-8285945.714,-6456580.517,22802761.413,22802758.340,22802761.356
10230,-20651439.809,-16092028.629,19932691.573,19932691.872,19932691.168,742392.856,578487.072,24489750.278,24489749.786,24489752.122,-16044026.422,-12501836.457,20588910.778,20588911.786,20588910.635,-6988130.472,-5445295.988,22818434.771,22818434.000,22818434.032,-7803133.994,-6080363.307,22781327.191,22781326.802,22781326.837,-22055861.324,-17186382.738,19932681.365,19932678.624,19932680.695,177219.421,0.000,24489743.295,0.000,24489744.090,-16429007.498,-12801821.984,20588902.167,20588900.282,20588901.958,-7752457.544,-6040875.386,22818422.745,22818419.838,22818422.012,-8398600.639,-6544363.572,22781323.058,22781321.025,22781322.217
10260,-20632890.128,-16077574.329,19936221.438,19936221.544,19936221.104,795074.623,619537.770,24499771.850,24499775.197,24499773.268,-16058321.129,-12512975.184,20586190.908,20586191.605,20586190.502,-7072819.718,-5511287.579,22802319.889,22802318.963,22802318.688,-7915597.389,-6167997.119,22759925.040,22759925.358,22759925.375,-22037313.389,-17171929.798,19936210.176,19936208.098,19936209.755,229899.588,179141.990,24499768.718,24499764.626,24499768.320,-16443303.998,-12812962.110,20586181.625,20586179.459,20586181.482,-7837148.364,-6106868.263,22802306.206,22802302.129,22802305.377,-8511065.784,-6631998.738,22759922.139,22759918.812,22759921.236
10290,-20613954.774,-16062819.504,19939825.031,19939825.000,19939824.427,847987.150,660768.298,24509844.051,24509842.997,24509843.257,-16072238.387,-12523819.797,20583542.783,20583543.171,20583542.401,-7157157.746,-5577005.529,22786268.965,22786269.608,22786268.329,-8027854.861,-6255470.482,22738564.048,22738563.591,22738564.051,-22018380.514,-17157176.905,19939812.707,19939810.784,19939812.541,282809.839,220370.759,24509838.831,24509832.399,24509837.941,-16457223.779,-12823808.689,20583533.042,20583530.938,20583532.525,-7921488.784,-6172588.054,22786257.575,22786254.626,22786256.107,-8623325.756,-6719474.047,22738560.455,22738556.994,22738558.886
10320,-20594646.113,-16047773.790,19943499.073,19943499.168,19943498.636,901116.967,702168.177,24519954.106,24519952.820,24519951.689,-16085789.999,-12534379.492,20580963.526,20580964.430,20580963.567,-7241152.832,-5642456.241,22770284.780,22770285.962,22770283.566,-8139914.550,-6342789.722,22717240.275,22717239.473,22717239.246,-21999073.401,-17142132.395,19943487.415,19943484.878,19943486.592,335938.343,261769.575,24519948.494,24519943.154,24519948.497,-16470776.991,-12834369.631,20580954.302,20580951.777,20580953.454,-8005485.285,-6238039.853,22770272.563,22770270.737,22770272.112,-8735387.011,-6806794.484,22717232.871,22717232.372,22717234.329
10350,-20574943.738,-16032421.284,19947247.959,19947248.566,19947247.712,954483.104,743752.170,24530111.108,24530108.561,24530110.767,-16098955.127,-12544638.041,20578459.371,20578459.230,20578458.520,-7324780.542,-5707620.668,22754369.713,22754372.531,22754369.991,-8251752.151,-6429935.888,22695957.494,22695957.313,22695957.306,-21979388.431,-17126793.454,19947233.112,19947230.995,19947232.613,389287.253,303340.117,24530100.787,24530094.700,24530100.391,-16483959.581,-12844641.784,20578445.236,20578442.858,20578444.728,-8089130.249,-6303217.754,22754355.471,22754353.236,22754355.237,-8847242.024,-6893954.233,22695949.871,22695946.996,22695949.204
10380,-20554880.349,-16016787.472,19951065.931,19951066.443,19951065.722,1008051.973,785494.144,24540304.477,24540303.186,24540303.723,-16111765.850,-12554620.427,20576021.358,20576021.179,20576020.584,-7408069.184,-5772520.911,22738520.776,22738522.631,22738519.927,-8363394.987,-6516930.300,22674713.787,22674712.116,22674712.350,-21959322.000,-17111157.270,19951052.043,19951049.398,19951051.327,442859.325,345084.580,24540294.265,24540289.559,24540295.025,-16496767.306,-12854621.834,20576007.549,20576005.908,20576007.591,-8172415.742,-6368115.537,22738506.563,22738504.761,22738506.213,-8958881.846,-6980946.298,22674704.685,22674702.256,22674704.600
10410,-20534437.225,-16000857.763,19954957.197,19954956.545,19954956.087,1061840.766,827407.461,24550540.307,24550538.298,24550540.022,-16124203.488,-12564312.095,20573654.734,20573654.744,20573653.660,-7490996.206,-5837139.367,22722741.233,22722742.220,22722740.722,-8474820.236,-6603755.152,22653508.432,22653508.293,22653508.578,-21938880.819,-17095229.070,19954941.261,19954939.229,19954940.548,496646.372,386996.592,24550529.062,24550525.215,24550529.034,-16509206.927,-12864315.049,20573640.849,20573638.644,20573640.347,-8255344.556,-6432735.393,22722726.892,22722724.006,22722725.849,-9070309.029,-7067772.664,22653503.438,22653498.852,22653502.002
10440,-20513620.302,-15984636.783,19958917.329,19958917.964,19958917.031,1115842.368,869486.621,24560816.496,24560815.239,24560815.545,-16136273.568,-12573717.353,20571356.977,20571357.974,20571356.734,-7573563.317,-5901477.387,22707028.388,22707030.727,22707028.332,-8586029.634,-6690411.829,22632347.981,22632345.654,22632346.504,-21918068.727,-17079011.854,19958901.958,19958899.661,19958901.372,550643.290,429072.132,24560805.535,24560800.475,24560805.486,-16521281.883,-12873724.110,20571343.182,20571340.937,20571342.568,-8337916.391,-6497077.081,22707011.625,22707010.621,22707011.817,-9181523.288,-7154433.123,22632335.834,22632336.185,22632337.614
10470,-20492431.747,-15968126.217,19962949.588,19962949.967,19962949.222,1170052.994,911728.676,24571134.954,24571130.470,24571134.239,-16147978.158,-12582837.810,20569129.491,20569130.487,20569129.374,-7655768.860,-5965533.636,22691385.336,22691386.209,22691385.315,-8697020.896,-6776898.525,22611226.636,22611225.358,22611225.809,-21896882.609,-17062503.193,19962932.996,19962931.133,19962932.799,604851.700,471312.428,24571121.142,24571116.811,24571120.286,-16532988.955,-12882846.501,20569114.830,20569113.144,20569114.564,-8420124.236,-6561135.131,22691369.605,22691367.198,22691368.601,-9292516.998,-7240921.728,22611217.859,22611214.437,22611216.635
10500,-20470879.519,-15951332.272,19967051.074,19967051.484,19967050.457,1224463.986,954126.771,24581486.826,24581483.389,24581489.090,-16159324.418,-12591679.047,20566971.000,20566971.278,20566970.228,-7737616.429,-6029310.979,22675812.102,22675812.504,22675810.939,-8807797.519,-6863217.956,22590145.752,22590145.657,22590146.114,-21875332.641,-17045711.010,19967034.311,19967031.859,19967033.803,659260.554,513708.905,24581472.834,24581468.905,24581473.542,-16544337.531,-12891689.542,20566955.683,20566953.392,20566955.238,-8501973.942,-6624914.124,22675794.161,22675791.923,22675793.520,-9403295.882,-7327242.948,22590136.197,22590133.870,22590136.088
10530,-20448948.569,-15934243.221,19971223.863,19971224.458,19971223.836,1279089.123,996691.826,24591881.610,24591879.826,24591878.791,-16170296.713,-12600228.887,20564882.752,20564883.400,20564882.325,-7819086.801,-6092794.372,22660309.078,22660309.352,22660307.375,-8918339.794,-6949354.786,22569111.164,22569109.856,22569110.475,-21853398.381,-17028619.376,19971208.046,19971206.145,19971207.779,713889.193,556276.670,24591868.518,24591862.256,24591869.040,-16555306.558,-12900236.837,20564868.733,20564865.957,20564868.071,-8583440.873,-6688394.841,22660291.911,22660289.376,22660290.944,-9513834.884,-7413377.224,22569102.148,22569098.797,22569102.238
10560,-20426659.975,-15916875.484,19975465.616,19975465.914,19975465.294,1333905.691,1039406.007,24602311.552,24602311.943,24602311.059,-16180916.357,-12608503.928,20562861.545,20562862.515,20562861.273,-7900197.437,-6155997.468,22644873.327,22644873.638,22644872.666,-9028664.598,-7035322.165,22548116.780,22548115.392,22548116.445,-21831096.500,-17011241.291,19975452.153,19975449.947,19975451.703,768719.191,599001.345,24602302.893,24602298.753,24602301.416,-16565912.976,-12908501.571,20562850.442,20562847.786,20562849.585,-8664538.100,-6751587.486,22644858.710,22644856.688,22644858.467,-9624146.430,-7499334.264,22548109.948,22548107.433,22548109.242
10590,-20403993.910,-15899213.618,19979778.772,19979779.428,19979778.451,1388932.071,1082283.684,24612785.773,24612783.909,24612784.421,-16191163.349,-12616488.585,20560912.867,20560912.494,20560911.843,-7980924.414,-6218901.605,22629510.698,22629511.969,22629511.266,-9138747.732,-7121101.228,22527168.809,22527167.372,22527168.164,-21808424.854,-16993575.071,19979766.289,19979764.106,19979766.022,823751.364,641883.558,24612776.325,24612772.962,24612775.748,-16576154.438,-12916481.916,20560901.612,20560899.062,20560900.670,-8745259.371,-6814487.181,22629498.983,22629496.005,22629498.010,-9734224.008,-7585108.994,22527163.450,22527159.814,22527162.638
10620,-20380963.679,-15881267.982,19984162.006,19984161.677,19984161.205,1444153.906,1125313.674,24623295.267,24623290.966,24623295.521,-16201050.165,-12624192.592,20559030.334,20559031.276,20559029.961,-8061276.597,-6281513.679,22614220.903,22614221.935,22614219.794,-9248598.262,-7206699.046,22506264.885,22506263.145,22506263.674,-21785400.313,-16975633.868,19984148.097,19984145.418,19984147.526,878967.687,684909.246,24623279.732,24623281.080,24623281.804,-16586046.992,-12924190.397,20559018.679,20559016.395,20559018.314,-8825617.104,-6877103.595,22614206.528,22614204.684,22614206.462,-9844080.260,-7670711.267,22506257.720,22506254.532,22506258.126
